site_code,reference_id,period_id,site_type_id,context_id,notes,assemblage_date
MYKO001,193,2,2,0,,
MYLO001,177,3,8,0,"There are no Ddm remains for the early Cypro-PPNB period (c. 8,600-8,200 BC, period 1A). The period 1B is dated to the late Cypro-PPNB (c. 7,200-6,800 BC). The most of the collection is dated to the early-middle Chalcolithic periods (c. 3,600-3,500 BC) and can be subdivided in different phases:  period 2 (early Chalcolithic, c. 3,600 BC); period 3 (middle Chalcolithic c. 3,500 BC, with two subdivisions: 3A, early middle Chalcolithic and 3B, late middle Chalcolithic). The uninterrupted Chalcolith",
NAHA001,187,14,8,0,"The site was dated by direct luminescence, since no 14C was preserved.",
NATHI01,140,13,1,0,,modern male
NATHI02,140,13,99,0,,modern male
NEVE001,187,14,8,0,"Two 14C dates are available for this site, though there is a gap of 800 years in-between and no overlap of those dates.",
NEWTO01,144,12,1,0,,17th century
NEWTO01,182,11,99,0,,
NISS001,178,2,8,0,,
NMSRO01,167,13,99,0,"National Museums of Scotland (Edinburgh Museum), Scotland - Female Roe Deer, ID = Anatomy dept. ex Edin Univ1963; Disart1971.",
NMSRO02,167,13,99,0,"National Museums of Scotland (Edinburgh Museum), Scotland - Male Roe Deer, ID = 1958.52 NMS, Edinburgh",
NMSRO03,167,13,99,0,"National Museums of Scotland (Edinburgh Museum), Scotland - Male Roe Deer, ID = 1993.104 NMS, Edinburgh",
NMSRO04,167,13,99,0,"National Museums of Scotland (Edinburgh Museum), Scotland - Female Roe Deer, ID = 1958.51 NMS, Edinburgh",
NORMA01,147,13,99,0,"Modern specimen from Norma Chapman's private collection. Female European fallow aged over 9 years at death, from Richmond Park, Surrey.",
NORTH01,89,11,3,0,(identification problems),Saxo-Norman
NURAG01,47,4,99,0,,Bronze Age
OKEHA01,82,11,1,0,,pre 1300 AD
ORHEU01,12,11,99,0,15th -16th century ?,14th century AD
ORHEU01,148,11,99,0,,
OSBOU01,39,11,12,3,,1250-1350 AD
OSSOM01,170,14,2,0,"Excavations were carried out between 1954-1956 by Bramwell. Four levels were uncovered, Levels D and E dates to an unspecified part of the Pleistocene. Level C dates to the late glacial and Level B to the postglacial. The only level which reindeer remains were uncovered was level C. The C dates for",
PALAC01,79,11,6,0,MNI 2,pre 1310 AD
PALME01,150,10,1,0,,
PARAD01,76,2,8,0,,3800-3000 BC
PARI001,181,13,99,0,,
PARI002,181,13,99,0,,
PARI003,181,13,99,0,,
PARI004,181,13,99,0,,
PARI005,181,13,99,0,,
PARI006,181,13,99,0,,
PARI007,181,13,99,0,,
PARI008,181,13,99,0,,
PARI009,181,13,99,0,Old animal with osteoarthritis and bone growth - particularly on the humerus and radious,
PARI010,181,13,99,0,,
PARI011,181,13,99,0,,
PARI012,181,13,99,0,,
PARIS01,166,13,99,0,"From la Réserve naturelle de la Haute-Touche (Obterre, France).",
PARIS02,166,13,99,0,"From la Réserve naturelle de la Haute-Touche (Obterre, France).",
PARKS01,65,8,13,0,Base of shed antler with brow tine.,2nd century
PEFKA01,126,3,99,0,PhD thesis.<br />Data from Yannouli & Trantalidou 1999.,Late Neolithic- Early Bronze Age
PEND001,209,2,8,0,,
PENTA01,124,4,9,0,Unpublished PhD thesis.,Early Bronze Age
PETER01,170,14,2,0,"The site is located in the Bruder valley, near the southwestern city of Germany. The excavations were carried out in 1927-1930 by peters. Modern excavations on the talus outside the cave by Albrecht. There were three levels distinguished, AH4 12,898 +/- 290, AH3 12,513 +/- 285 and AH2 12,047 +/- 220",
PHOE007,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = y 638. Birth = 1997, Death = 19/07/2000. Carden Age Class 3_4, (~37 months)",
PHOE008,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = g 338. Birth = 1995, Death = 17/08/1998. Carden Age Class 3_4, (~38 months)",
PHOE009,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = lg 337. Birth = 1995, Death = 03/09/1998. Carden Age Class 3_4, (~39 months)",
PHOE010,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = b 208. Birth = 1993, Death = 06/10/1996. Carden Age Class 3_4, (~40 months)",
PHOE011,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = b 239. Birth = 1993, Death = 16/10/1996. Carden Age Class 3_4, (~40 months)",
PHOE012,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = b 236. Birth = 1993, Death = 24/02/1997. Carden Age Class 3_4, (~44 months)",
PHOE013,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = g 346. Birth = 17/06/1995, Death = 29/06/1998. Carden Age Class 3_4, (~44 months)",
PHOE014,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = p 820. Birth = 1994, Death = 03/03/1998. Carden Age Class 3_4, (~45 months)",
PHOE015,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = w 437. Birth = 1996, Death = 24/07/2000",
PHOE016,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = b 273. Birth = 1993, Death = 05/12/1997. Carden Age Class 4_5, (~54 months)",
PHOE017,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = w338. Birth = 1992, Death = 24/09/1997. Carden Age Class 5_6, (~63 months)",
PHOE018,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = w 340. Birth = 1992, Death = 30/10/1997. Carden Age Scale 5_6, (~64 months)",
PHOE019,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = y 359. Birth = 1992, Death = 23/10/1997. Carden Age Class 5_6, (~64 months)",
PHOE020,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = y 360. Birth = 1992, Death = 17/12/1997. Carden Age Class 5_6, (~66 months)",
PHOE021,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = y 351. Birth = 1992, Death = ~5/10/1998. Carden Age Class 6_7, (~76 months)",
PHOE022,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = y 207. Birth = 1989, Death = 16/06/1997. Carden Age Class 8_9, (~96 months)",
PHOE023,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 285. Birth = 1987, Death = 07/10/1997. Carden Age Class 10_11, (~124 months)",
PHOE024,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 248. Birth = 1989, Death = ~16/06/1998. Carden Age Class 9_10, (~108 months)",
PHOE025,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 209. Birth = 1987, Death = 29/12/1996/ Carden Age Class 9_10, (~114 months)",
PHOE026,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = b 117. Birth = 1988, Death = 18/07/1998. Carden Age Class 10_11, (~121 months)",
PHOE027,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 243. Birth = 1988, Death = 31/08/1998. Carden Age Class 10_11, (~122 months)",
PHOE028,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 284. Birth = 1989, Death = December 1999. Carden Age Class 10_11, (~126 months)",
PHOE029,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = b 124. Birth = 1988, Death = 19/04/1999",
PHOE030,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = y/w 139. Birth = 1986, Death = 21/09/1997. Carden Age Class 11_12, (~135 months)",
PHOE031,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 111. Birth = 1985, Death = 05/12/1997. Carden Age Class 12_13, (~150 months)",
PHOE032,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 232. Birth = 1985, Death = 23/09/1998. Carden Age Class 13_14, (~159 months)",
PHOE033,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 101. Birth = 1983, Death = 13/01/1997",
PHOE034,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 35. Birth = 1984, Death = 15/03/1999. Carden Age Class 14_15, (~177 months)",
PHOE035,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 105. Birth = 1985, Death = 17/04/2000. Carden Age Class 14_15, (~178 months)",
PHOE036,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = g 47. Birth = 1982, Death = 18/11/1997. Carden Age Class 15_16, (~185 months)",
PHOE037,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 116. Birth = 1981, Death = January 1997. Carden Age Class 15_16, (~187 months)",
PHOE038,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 180. Birth = 1981, Death = 20/01/1998. Carden Age Class 15_16, (~187 months)",
PHOE039,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = g 40. Birth = 1982, Death = 02/03/1998. Carden Age Class 15_16, (~189 months)",
PHOE040,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = g 52. Birth = 1982, Death = 03/03/1998. Carden Age Class 15_16, (~189 months)",
PHOE041,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 168. Birth = 1983, Death = 13/11/1999",
PHOE042,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 106. Birth = 1974, Death = March 1997. Carden Age Class 22_23, (~273 months)",
PHOE043,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = o 294. Death = 30/06/1999. Carden Age Class: ""very old"", (unknown months)",
PHOE044,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = unt 1. Death = 22/10/1996",
PHOE045,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = J 13/02/98. Death = 13/02/1998",
PHOE046,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = unt adult",
PHOE052,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = w 560. Death = ~29/01/1999. Carden Age Class 'older adult', (? months)",
PHOE053,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 36. Birth = 1982, Death = 20/01/1997. Carden Age Class 15_16, (~187 months)",
PHOE054,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = y/w 101. Birth = 1985, Death = 04/10/1997. Carden Age Class 12_13, (~148 months)",
PHOE055,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = o 176. Birth = 1986, Death = Spring 1997. Carden Age Class 11_12, (~140 months)",
PHOE056,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = b 141. Birth = 1988, Death = 02/11/1999. Carden Age Class 11_12, (~137 months)",
PHOE057,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = b 108. Birth = 1988, Death = 20/10/1999. Carden Age Class 11_12, (~136 months)",
PHOE058,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = o 230. Birth = 1988, Death = 22/03/1999. Carden Age Class 10_11, (~129 months)",
PHOE059,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = y 76. Birth = 24/06/1989, Death = 26/02/2000. Carden Age Class 10_11, (~128 months)",
PHOE060,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = b 100. Birth = 1988, Death = 23/02/1998. Carden Age Class 9_10, (~116 months)",
PHOE061,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 178. Birth = 1987, Death = 23/01/1997. Carden Age Class 9_10, (~115 months)",
PHOE062,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = o 229. Birth = 1988, Death = 09/12/1997. Carden Age Class 9_10, (~114 months)",
PHOE063,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 31. Birth = 1990, Death = 17/09/1997. Carden Age Class 7_8, (~87 months)",
PHOE079,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = w 535. Birth = 1996, Death = 30/07/1997.",
PHOE080,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = w 403. Birth = 08/06/1996, Death = 30/07/1997",
PHOE081,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = unt 24/9/97. Birth = 1996, Death = 24/09/1997",
PHOE082,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = y 711. Birth = 1997, Death = 10/09/1998",
PHOE083,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = unt 26/9/97. Birth = 1996, Death = 16/09/1997",
PHOE084,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = w 505. Birth = 1996, Death = 18/11/1997",
PHOE085,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = G 13/2/98. Birth = 1996, Death = 13/02/1998",
PHOE086,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = T 13/2/98. Birth = 1996, Death = 13/02/1998",
PHOE087,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = P 13/02/98. Death = 13/02/1998",
PHOE088,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = 3 17/2/98. Birth = 1996, Death = 17/02/1998",
PHOE089,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = 6 17/2/98. Birth = 1996, 17/02/1998",
PHOE090,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = 9 17/2/98. Birth = 1996, Death = 17/02/1998",
PHOE091,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = 4 17/2/98. Birth = 1996, Death = 17/02/1998",
PHOE092,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = 5 17/2/98. Birth = 1996, Death = 17/02/1998",
PHOE093,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = 8 17/2/98. Birth = 1996, Death = 17/02/1998",
PHOE094,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = U 13/02/98. Birth = 1996, Death = 13/02/1998",
PHOE095,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = F. Birth = 1996, Death = 13/02/1998",
PHOE096,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = AD. Birth = 1996, Death = 27/02/1998",
PHOE097,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = S. Birth = 1996, Death = 13/02/1998",
PHOE098,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = dump 28/3/98. Birth = 1996. Skeletal remains found in dump on 28/03/1998. Bones recovered included mature adult male and a female yearling. Stomach contents decomposing but seemed to be normal - grass. Suspected poaching incident. Scapula (mal",
PHOE099,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = w 424. Birth = 12/06/1996, Death = 23/09/1998.",
PHOE100,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = w 510. Birth = 1996, Death = 08/09/1998",
PHOEN03,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = b 102. Birth = 1988, Death = 21/08/1997. Carden Age Class 9_10, (~110 months)",
PHOEN07,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = w 331. Birth = 1991, Death = 12/05/2000. Carden Age Class 8_9, (~107 months)",
PHOEN08,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 110. Birth = 1990, Death = 16/02/1999. Carden Age Class 8_9, (~103 months)",
PHOEN09,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = w 277. Birth = 1991, Death = 10/12/1999. Carden Age Class 8_9, (~102 months)",
PHOEN12,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = w 209. Birth = 12/06/1991, Death = 08/10/1999. Carden Age Class 8_9, (~100 months)",
PHOEN13,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = w 231. Birth = 17/06/1991, Death = 20/11/1999. Carden Age Class 8_9, (~100 months)",
PHOEN14,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 184. Birth = 1987, Death = 04/09/1997. Carden Age Class 10_11, (~123 months)",
PHOEN15,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 131. Birth = 1990, Death = 30/07/1998. Carden Age Class 8_9, (~97 months)",
PHOEN16,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 114. Birth = 1990, Death = 26/04/1998. Carden Age Class 7_8, (~94 months)",
PHOEN17,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = y 318. Death = 05/11/1999. Carden Age Class 7_8, (~89 months)",
PHOEN18,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = y 309. Death = 20/01/2000. Carden Age Class 7_8, (~89 months)",
PHOEN19,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 101. Birth = 1990, Death = 19/11/1997. Carden Age Class 7_8, (~89 months)",
PHOEN21,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = y 220. Birth = 1989, Death = 12/10/1996. Carden Age Class 7_8, (~88 months)",
PHOEN22,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = g 313. Birth = 1995, Death = 15/10/1997",
PHOEN23,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 132. Birth = 1990, Death = 27/09/1997. Carden Age Class 7_8, (~87 months)",
PHOEN24,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = y 225. Birth = 1989, Death = 16/09/1996. Carden Age Class 7_8, (~87 months)",
PHOEN25,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = w 252. Birth = 1991, Death = 22/10/1997. Carden Age Class 6_7, (~76 months)",
PHOEN26,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = y 357. Birth = 1992, Death = 19/02/1998. Carden Age Class 5_6, (~68 months)",
PHOEN27,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = y 375. Birth = 1992, Death = 10/12/1997. Carden Age Class 5_6, (~66 months)",
PHOEN28,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = p 801. Birth = 08/06/1994, Death = 03/11/1999. Carden Age Class 5_6, (~65 months)",
PHOEN29,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = b 203. Birth = 1993, Death = 27/11/1998. Carden Age Class 5_6, (~65 months)",
PHOEN31,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = b 259. Birth = 1993, Death = 31/12/1997. Carden Age Class 4_5, (~54 months)",
PHOEN33,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = y 322. Birth = 1992, Death = 31/12/1996. Carden Age Class 4_5, (~54 months)",
PHOEN34,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 315. Birth = 14/06/1995, Death = 13/11/1999. Carden Age Class 4_5, (~53 months)",
PHOEN36,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = bendy1/2ear. Birth = 1994, Death = 10/11/1998. Carden Age Class 4_5, (~53 months)",
PHOEN37,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = p 903. Birth = 1994, Death = 13/01/1997",
PHOEN39,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = p 914. Birth = 1994, Death = 31/10/1998. Carden Age Class 4_5, (~52 months)",
PHOEN41,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = p 868. Birth = 1994, Death = 12/08/1998. Carden Age Scale 4_5, (~50 months)",
PHOEN43,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = p 864. Birth = 1994, Death = 07/02/1998. Carden Age Scale 3_4, (~44 months)",
PHOEN44,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = w 454. Death = 01/12/1999. Carden Age Class 3_4, (~42 months)",
PHOEN45,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = w 440. Birth = 14/06/1996, Death = 08/11/1996. Carden Age Class 3_4, (~41 months)",
PHOEN46,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = b 230. Birth = 1993, Death = 18/11/1996. Carden Age Class 3_4, (~41 months)",
PHOEN47,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = b 235. Birth = 1993, Death = 1996/1997",
PHOEN48,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = w 472. Birth = 1996, Death = 13/11/1999. Carden Age Class 3_4, (~39 months)",
PHOEN49,167,13,99,0,"Phoenix Park, Dublin, Ireland - Male Fallow Deer, ID = g 302. Birth = 1995, Death = 23/09/1998. Carden Age Class 3_4, (~39 months)",
PHOEN61,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = w 503. Birth = 18/06/1996, Death = 17/02/1999",
PHOEN66,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = w 441. Birth = 1996, Death = 15/03/1999",
PHOEN75,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = g 351. Birth = 1995, Death = 30/04/1998",
PHOEN80,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = g 371. Birth = 1995, Death = 13/06/1998. Carden Age Class 3_4 (~36 months)",
PHOEN86,167,13,99,0,"Phoenix Park, Dublin, Ireland - Female Fallow Deer, ID = p 886. Birth = 1994, Death = 24/06/1997. Carden Age Class 3_4, (~36 months)",
PHOTO01,136,3,8,0,,4600-1900 BC
PINCE01,170,14,99,0,"Pincevent is an open air site located in the Paris Basin, on the left bank of the Seine. The excavation began in 1964 by Andre Leroi-Gourhan, there were five main stratigraphic horizons the main being level IV which yielded Magdalenian.",
PODU001,195,3,99,0,,
POIAN01,10,3,8,0,"Antler, mandible, teeth, neck vertebrae.<br />Thought to be a trophy.",c. 3000- c. 2400 BC
POLL001,190,8,12,0,,
PONTE01,102,9,1,0,"Element representation suggests 8 tibiae, but species representaion indicates only 3 fragments from this period",Saxo-Norman
PONTE01,102,11,1,0,Quantities need to be checked.,13th - 15th centuries AD
PONTN01,173,14,2,0,,
POOLE01,37,11,12,0,,medieval
PORTC01,50,8,4,0,(identification issues),Roman
PORTC01,51,9,6,0,(identification issues),Saxon
PORTC01,52,11,1,0,(identification issues),Medieval
PORTC02,133,10,1,0,,Saxon and Norman
PRINI01,121,6,10,0,,11th - 6th century BC
PRUDH01,45,11,1,0,,13th-mid 16th century AD
PRUDH01,45,12,1,0,,mid-16th - 18th
QUILT01,26,11,12,0,,14th century AD
READI01,34,11,3,0,,mid-12th to mid-13th century  AD
READI02,129,12,99,0,,1500-1600
REMOU01,170,14,2,0,"This is a cave site located near the Ourthe's Ambleve tributary in Germany. The stone tool industry has been classified as Ahrensburgian, the faunal and palaeobotanical evidence suggests the climatic conditions during its occupation was harsh. A C-date of 10,300 +/- 170 BP confirms it to the Younger",
RENDI01,19,2,8,0,Question mark next to identification as fallow deer.,Early Neolithic
RHOD001,193,4,99,0,,
ROCCA01,23,6,99,0,Additional red deer/fallow deer 2.,4th century BC
ROCDE01,170,14,2,0,The cave site was discovered in 1950 by J. Labrot and was excavated in 1966.,
ROUEN01,78,8,99,0,Presumably A.D?,Ist century AD
SAGAL01,135,6,8,0,,Iron Age
SAGAL01,135,8,12,0,,Roman
SAGAL01,135,9,12,0,,Byzantine
SAINT01,78,9,99,0,,Carolingian
SALIA01,22,2,99,0,Data from Yannouli & Trantalidou 1999.<br />They note the 5 ids after re-examination of half the sample.,Late Neolithic
SALVA01,14,8,12,0,"Bendrey pers. comm.<br />PCA report, to be published soon.",Roman
SAME001,190,8,13,0,,
SANDA01,55,9,1,0,"Only phase 7/8 included here, other phases too late.",1106-1130 AD
SANDF01,170,14,99,0,"The site has one of the riches faunal collections from Middle Palaeolithic Britain. The site no longer exists as was quarried away long ago. There has been no stone tools associated with the fauna so the dates are based on radiocarbon dates. They indicate and age of ca. 48000-44,000 BP though it mus",
SANPO01,21,8,13,0,,Roman
SASS001,202,11,99,0,,
SASS001,202,12,99,0,,
SAVY001,78,8,99,0,,1st to 2nd century AD
SCHUS01,170,14,99,0,"This is an open aired site located in Southern Germany. Excavations were carried out in 1866 by O. Fraas. The preservation at the site was excellent, besides stone tools, remains of bone and plant material were recovered. However, a large quantity of the assemblage was destroyed during the war, radi",
SCOLE01,7,8,12,4,"Naturally shed, almost complete, with chop and cut marks.<br /><br />D. coronet c. 3.7 x 4.7",3rd to 6th century AD
SETTE01,72,8,13,0,,Roman
SGIAC01,145,12,1,0,Data entered by R. Madgwick but submitted by G. Carenti,
SHENG01,149,3,99,0,End 3rd- 4th millennium BC,
SHILL01,176,2,8,0,"The site is divided into two areas (Area 1 & Area 3). Published data come from the Area 1. The long lasting occupation of Area 1 can be divided into four main phases: early A phase,  8,400-8,100 BC (with two sub-phases: aA1 & aA2); early B phase, 8,000-7,600 BC, and early C phase, 7,600-7,500 BC; middle phases, 7,600-7,200 BC (with two subphases: middle A, 7,500-7,400 BC – also two subphases mA1 & mA2 – and middle B, 7,400-7,200 BC; late phase: 7,200-7,000 BC.",
SILLO01,116,8,8,0,,Roman
SISIN01,149,6,12,0,Late 2nd Millennium BC. Examples could be D.d Mesapotamica or even Moufflon,
SITAG01,22,3,8,0,* approximatation,Neolithic/Bronze Age
SKOTE01,75,2,2,0,"Scapula fragment from mixed levels - mostly dated to LNIIb but also later periods measurements on red and roe, but not fallow.",Late Neolithic
SLIVE01,86,9,99,0,Total count from all phases.,Antique-Medieval
SOPED01,46,8,8,0,,3rd to 5th century AD
SOTIR01,124,4,8,0,Unpublished PhD thesis.,Early Bronze Age
SOUTH01,110,8,12,3,,3rd/4th century AD
SOUTH02,27,11,12,4,,12th/13th century AD
SOUTH03,159,9,99,0,,
SOZOP01,86,5,99,0,,Bronze Age/Hellenistic
SOZOP01,194,3,99,0,,
SPARS01,154,11,13,0,Recovered from a Roman Villa but Radiocarbon dated to 360 +/-23 BP (OxA-27934),
STADE01,170,14,2,0,"The cave site is one of three at the 'Hohlenstein complex' on the right bank of the Lone river. The site was excavated intermittently by Wetzel between 1935 and 1961. Nine Palaeolithic layers were recognised: Mousterian (Layers X-V), Aurignacian (layers IV and IVa) and Magdalenian (layer III). Most",
STELL01,170,14,99,0,Ahrensburgian layer,
STFRI01,109,11,3,0,Only data from12th-13 centuries recorded here.,12th to 13th century AD
STGEO01,13,8,12,0,Bendrey pers. comm.<br />MoLAS did an assessment of the assemblage but no report was ever produced.<br />Bone located in Canterbury.,Roman
STMAR01,31,9,12,0,,11th to 12th century AD
STONE01,171,3,99,0,,
STUTT01,166,13,99,0,"From Wilhelma zoo (Stuttgart, Germany).",
